timestamp,btc_close_price,btc_volume,eth_close_price,eth_volume,eth_tx_volume,datetime,inflow_mean,inflow_mean_ma7,inflow_top10,inflow_total,value,c,h,l,o,t,price_change,sma_20,rsi_14,hidden_states,signal
2025-04-11 02:48:11.000,80069.49594573223,42567753205.5687,1539.2395572310618,21102096289.509533,61.89778582675672,2025-04-11 02:48:11,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,79611.63639263574,62.62934499419603,1,hold
2025-04-11 03:04:42.375,80069.49594573223,42567753205.5687,1535.9051542755703,21110784284.258957,61.89778582675672,2025-04-11 03:04:42,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,79646.69921949158,58.87257456786616,0,hold
2025-04-11 03:04:42.488,80322.94507383362,41263576603.720146,1535.9051542755703,21110784284.258957,61.89778582675672,2025-04-11 03:04:42,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0031653643514024665,79694.43450275247,63.62056186826215,1,hold
2025-04-11 03:08:23.000,80322.94507383362,41263576603.720146,1535.9051542755703,21110784284.258957,20.23271790708281,2025-04-11 03:08:23,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,79745.68224045428,60.881343141805786,0,hold
2025-04-11 03:28:47.000,80322.94507383362,41263576603.720146,1535.9051542755703,21110784284.258957,32.06230524129299,2025-04-11 03:28:47,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,79796.92997815611,60.881343141805786,1,hold
2025-04-11 03:48:47.000,80322.94507383362,41263576603.720146,1535.9051542755703,21110784284.258957,102.50061126243904,2025-04-11 03:48:47,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,79836.59342869432,66.38465140895352,0,hold
2025-04-11 04:04:42.416,80758.214835068,42371197785.98522,1535.9051542755703,21110784284.258957,102.50061126243904,2025-04-11 04:04:42,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.00541899653746869,79898.02036729424,72.652348373516,1,hold
2025-04-11 04:04:44.762,80758.214835068,42371197785.98522,1542.7191125656489,20516518531.432693,102.50061126243904,2025-04-11 04:04:44,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,79949.68637605809,72.652348373516,0,hold
2025-04-11 04:08:47.000,80758.214835068,42371197785.98522,1542.7191125656489,20516518531.432693,45.486245036368466,2025-04-11 04:08:47,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80001.35238482192,78.04740219459921,1,hold
2025-04-11 04:28:59.000,80758.214835068,42371197785.98522,1542.7191125656489,20516518531.432693,374.12677818595034,2025-04-11 04:28:59,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80045.33194798295,78.04740219459921,2,hold
2025-04-11 04:48:59.000,80758.214835068,42371197785.98522,1542.7191125656489,20516518531.432693,799.2396530747126,2025-04-11 04:48:59,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80089.31151114398,99.99999999991627,2,hold
2025-04-11 05:04:43.701,80758.214835068,42371197785.98522,1546.200169622373,19907731731.18199,799.2396530747126,2025-04-11 05:04:43,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80141.75381423302,99.99999999991627,2,hold
2025-04-11 05:04:43.780,80822.59872142244,42594352398.682465,1546.200169622373,19907731731.18199,799.2396530747126,2025-04-11 05:04:43,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0007972425651796566,80197.10834581408,99.99999999981411,2,hold
2025-04-11 05:08:59.000,80822.59872142244,42594352398.682465,1546.200169622373,19907731731.18199,142.08185339719066,2025-04-11 05:08:59,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80252.46287739516,99.99999999981411,0,hold
2025-04-11 05:28:59.000,80822.59872142244,42594352398.682465,1546.200169622373,19907731731.18199,30.933771059298387,2025-04-11 05:28:59,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80315.77215446494,99.99999999981411,1,hold
2025-04-11 05:48:59.000,80822.59872142244,42594352398.682465,1546.200169622373,19907731731.18199,72.35988668897772,2025-04-11 05:48:59,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80379.08143153471,99.99999999981411,0,hold
2025-04-11 06:00:59.145,80747.36408765496,42482180220.95143,1546.200169622373,19907731731.18199,72.35988668897772,2025-04-11 06:00:59,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,-0.0009308613550871314,80462.14511950914,86.9131731836312,1,hold
2025-04-11 06:01:08.166,80747.36408765496,42482180220.95143,1548.1032524034486,20476336858.48488,72.35988668897772,2025-04-11 06:01:08,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80545.20880748355,86.9131731836312,0,hold
2025-04-11 06:08:59.000,80747.36408765496,42482180220.95143,1548.1032524034486,20476336858.48488,67.22640260239739,2025-04-11 06:08:59,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80579.10221457969,86.9131731836312,1,hold
2025-04-11 06:28:59.000,80747.36408765496,42482180220.95143,1548.1032524034486,20476336858.48488,32.019891149528284,2025-04-11 06:28:59,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80612.99562167583,86.9131731836312,0,hold
2025-04-11 06:48:59.000,80747.36408765496,42482180220.95143,1548.1032524034486,20476336858.48488,19.55513315134212,2025-04-11 06:48:59,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80646.88902877197,46.114144669037614,1,hold
2025-04-11 07:04:35.674,80747.36408765496,42482180220.95143,1553.024051950001,20527817824.550804,19.55513315134212,2025-04-11 07:04:35,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80680.7824358681,46.114144669037614,0,hold
2025-04-11 07:04:38.895,81065.03226648102,42815481695.825836,1553.024051950001,20527817824.550804,19.55513315134212,2025-04-11 07:04:38,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.003934099675145131,80717.88679550048,83.54760067552048,1,hold
2025-04-11 07:09:11.000,81065.03226648102,42815481695.825836,1553.024051950001,20527817824.550804,7.017101538775086,2025-04-11 07:09:11,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80754.99115513284,83.54760067552048,0,hold
2025-04-11 07:29:11.000,81065.03226648102,42815481695.825836,1553.024051950001,20527817824.550804,35.60263144213382,2025-04-11 07:29:11,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80792.09551476521,83.54760067552048,1,hold
2025-04-11 07:49:11.000,81065.03226648102,42815481695.825836,1553.024051950001,20527817824.550804,66.84275077200166,2025-04-11 07:49:11,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80829.19987439759,83.54760067552048,0,hold
2025-04-11 08:04:56.499,81251.15450032747,40700503086.96724,1553.024051950001,20527817824.550804,66.84275077200166,2025-04-11 08:04:56,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0022959620028843997,80853.84685766057,87.00667022415266,1,hold
2025-04-11 08:04:56.560,81251.15450032747,40700503086.96724,1553.08352753589,20046748518.033867,66.84275077200166,2025-04-11 08:04:56,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80878.49384092352,87.00667022415266,0,hold
2025-04-11 08:09:11.000,81251.15450032747,40700503086.96724,1553.08352753589,20046748518.033867,87.5353943712492,2025-04-11 08:09:11,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80903.1408241865,87.00667022415266,1,hold
2025-04-11 08:29:11.000,81251.15450032747,40700503086.96724,1553.08352753589,20046748518.033867,201.22156379781603,2025-04-11 08:29:11,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80927.78780744948,87.00667022415266,0,hold
2025-04-11 08:49:11.000,81251.15450032747,40700503086.96724,1553.08352753589,20046748518.033867,0.9694538456228828,2025-04-11 08:49:11,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80952.43479071245,99.9999999997221,1,hold
2025-04-11 09:03:37.369,81251.15450032747,40700503086.96724,1548.4087342258329,19246657028.178154,0.9694538456228828,2025-04-11 09:03:37,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,80977.08177397543,99.9999999997221,0,hold
2025-04-11 09:04:29.374,81531.54534166763,41637349591.5081,1548.4087342258329,19246657028.178154,0.9694538456228828,2025-04-11 09:04:29,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0034509151662458493,81012.52910498768,99.99999999982147,1,hold
2025-04-11 09:09:11.000,81531.54534166763,41637349591.5081,1548.4087342258329,19246657028.178154,9.903754301614777,2025-04-11 09:09:11,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,81047.97643599994,99.99999999982147,0,hold
2025-04-11 09:29:11.000,81531.54534166763,41637349591.5081,1548.4087342258329,19246657028.178154,44.28365937840899,2025-04-11 09:29:11,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,81083.4237670122,99.99999999982147,1,hold
2025-04-11 09:49:11.000,81531.54534166763,41637349591.5081,1548.4087342258329,19246657028.178154,47.41764449665871,2025-04-11 09:49:11,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,81118.87109802447,99.99999999982147,0,hold
2025-04-11 10:00:51.000,82310.93644719137,44475587862.88529,1548.4087342258329,19246657028.178154,47.41764449665871,2025-04-11 10:00:51,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.009559381001029932,81197.04971600129,99.99999999988763,1,hold
2025-04-11 10:01:01.000,82310.93644719137,44475587862.88529,1562.5684762654319,20416882752.488327,47.41764449665871,2025-04-11 10:01:01,1.21801865,1.18476961,125.92858648,126.67394,0.7839731197201812,80626.5,80994.93,80626.5,80974.87,1740218400,0.0,81275.2283339781,99.99999999988763,0,hold
